cost
7.371876216893932e+17
6.067462755138381e+17
5.26224728302512e+17
5.26224728302512e+17
5.1261177581167456e+17
5.1261177581167456e+17
5.1261177581167456e+17
5.1261177581167456e+17
4.867563755621201e+17
4.867563755621201e+17
4.867563755621201e+17
4.867563755621201e+17
4.867563755621201e+17
4.7666364523923686e+17
4.7408072693339744e+17
4.7408072693339744e+17
4.7408072693339744e+17
4.7408072693339744e+17
4.7394821155928205e+17
4.7394821155928205e+17
4.439845783514723e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
4.3727919489642445e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.983613874260716e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
3.817100250800408e+17
