cost
7.792172733982959e+17
6.783926715621462e+17
5.391673934325637e+17
5.3417925943676883e+17
5.3417925943676883e+17
5.318582280875507e+17
4.856147882224467e+17
4.856147882224467e+17
4.856147882224467e+17
4.856147882224467e+17
4.856147882224467e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.7652177135734656e+17
4.749924620799563e+17
4.749924620799563e+17
4.715309532736322e+17
4.715309532736322e+17
4.715309532736322e+17
4.551832199436939e+17
4.551832199436939e+17
4.551832199436939e+17
4.551832199436939e+17
4.551832199436939e+17
4.551832199436939e+17
4.428391734768486e+17
4.428391734768486e+17
4.428391734768486e+17
4.428391734768486e+17
4.428391734768486e+17
4.428391734768486e+17
4.428391734768486e+17
4.428391734768486e+17
4.401864304542072e+17
4.318558313595368e+17
4.1731036425380486e+17
4.1731036425380486e+17
4.1731036425380486e+17
4.1731036425380486e+17
4.1731036425380486e+17
4.106582249229246e+17
4.106582249229246e+17
4.106582249229246e+17
4.106582249229246e+17
4.106582249229246e+17
4.106582249229246e+17
4.0396675851520774e+17
4.0396675851520774e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.7924030424722784e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
3.729114947420474e+17
