cost
1.173990942594572e+18
8.11713249217007e+17
7.778615621401487e+17
7.778615621401487e+17
7.778615621401487e+17
7.778615621401487e+17
7.463504684215162e+17
7.382159950765007e+17
7.382159950765007e+17
7.365158411663658e+17
7.365158411663658e+17
7.300689162761376e+17
7.300689162761376e+17
6.555772193618881e+17
6.555772193618881e+17
6.555772193618881e+17
6.555772193618881e+17
6.326248128643379e+17
6.326248128643379e+17
6.305125924306241e+17
6.096940217390584e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.5327679294252346e+17
5.530497902888667e+17
5.528679411590308e+17
5.528679411590308e+17
5.528679411590308e+17
5.528679411590308e+17
5.528679411590308e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.9761295291771245e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
4.851985041893903e+17
