cost
1.098620957690499e+18
8.806112624152951e+17
8.056151314189587e+17
7.927982594743619e+17
7.822937058714455e+17
7.625072425418519e+17
7.625072425418519e+17
7.625072425418519e+17
7.574849307326835e+17
7.452775257415639e+17
7.452775257415639e+17
7.452775257415639e+17
7.452775257415639e+17
7.452775257415639e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
7.236854183383113e+17
6.498747575338081e+17
6.498747575338081e+17
6.498747575338081e+17
6.498747575338081e+17
6.498747575338081e+17
6.498747575338081e+17
6.498747575338081e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.283884882455222e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
6.105674719514911e+17
5.743726707240354e+17
5.743726707240354e+17
5.743726707240354e+17
5.743726707240354e+17
5.743726707240354e+17
5.743726707240354e+17
5.743726707240354e+17
5.611344379446006e+17
5.611344379446006e+17
5.143146325788334e+17
5.143146325788334e+17
5.143146325788334e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
5.1040515395779494e+17
