cost
2.564321598194949e+16
1.9352555716519064e+16
1.7889713091876634e+16
1.6722693087582338e+16
1.6722693087582338e+16
1.6356981088533554e+16
1.6042877747081462e+16
1.6042877747081462e+16
1.6042877747081462e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
1.4389052032974634e+16
