x,y
8.625424763671571782e+01,2.215315410240337712e+02
4.756294435413387873e+02,-6.689078400722871720e+01
-2.433018041280155899e+02,-3.106216326001370476e+01
-3.611186878661680453e+02,9.903797004007144267e+01
2.981256870522318536e+02,-5.934147381784065800e+01
8.380788396652833683e+01,-3.973856080900152676e+01
-2.339962532956017753e+02,1.213715391398853143e+02
-1.493718832581034235e+02,-2.639327279839804419e+01
-1.604640349804011521e+02,3.999880719911685389e+01
-4.257643690133992465e+01,-4.040331646400280619e+01
9.679405140476796987e+01,-6.513593247579945000e+01
3.884702665199764482e+01,1.470116247510864866e+02
1.665700729117195635e+02,-1.587296469248720676e+01
1.505854271400581297e+02,-1.502381320780052079e+02
-1.503775738624525502e+02,2.572706434068678050e+01
-1.057670701529227264e+00,5.294506232550607905e+01
1.304068691477741595e+02,7.692262554004537378e+01
3.221594724195679191e+02,-1.132798440539923348e+02
2.377113475264532099e+02,-9.603068029228755620e+01
2.609314063377200910e+01,-7.188592465980988777e+01
2.245908931517931961e+01,6.470775386835804888e+00
-2.831275492449305489e+02,4.285414022387893596e+01
3.259318186449667678e+02,-1.266881408385313819e+02
1.082926828373396546e+02,1.467486366378879268e+02
1.272492117333930821e+02,-9.774510589650630266e+01
-3.772162617016241484e+02,1.085691490188315242e+02
-5.741304830547213101e+01,-5.627652996954028453e+01
-4.395100359658925981e+02,2.952617252687800686e+01
3.156212412643583889e+02,-3.120896714858592347e+01
-8.659203662844561222e+00,-7.942966800595920063e+01
-3.242094190877324422e+02,1.339867952940311682e+02
1.517700482315355828e+02,-8.844256510880212829e+01
4.785526074018471121e+01,-1.177352677256137952e+02
-3.875664562380279676e+01,2.534457533793183615e+01
1.234046014123807709e+02,1.277773473447962829e+02
4.420404167688444659e+02,-1.257843430616274674e+02
8.039332005271444359e+01,-6.635370901014039369e+00
4.134351589208487354e+01,-5.918007083992001327e+01
-1.097615554074472328e+02,6.335511183978233873e+01
-2.108431603361807447e+02,-1.530785666818277591e+01
-2.988367012877485536e+02,1.197069238872611692e+02
5.643694984481928145e+01,-9.907729784036848741e+01
3.104703146263454983e+02,-5.467580943701671004e+01
-2.515955091283356069e+02,1.302233722728661860e+02
5.927923482180983683e+01,-3.601760940026954927e+01
2.566678382249252195e+02,-4.102136879523141033e+01
2.193119030503317788e+02,-1.602965011179987869e+02
1.013360129996697196e+02,-4.641818591428375385e+01
3.978667789952866087e+02,-9.057842563283038828e+01
1.291283945839638818e+02,-1.256843747962220448e+02
-2.453153580719185811e+02,-7.104870729871481672e+01
6.592384038320786033e+01,2.177141764485805595e+02
1.312867067158629766e+02,1.287318800460693602e+01
4.650114116317975999e+01,2.714609640073892294e+01
1.926094502040327825e+02,-2.844120845626457594e+02
2.515503231647018367e+02,-1.187611366079968320e+02
3.951892989314931128e+02,-6.738155865502368158e+01
-8.446813611327223725e+01,-8.889879659030161463e+01
2.809839145669964182e+02,-9.204313862605158647e+01
4.664030284886698610e+02,-7.478492150956560636e+01
6.467179779710535570e+01,2.004364788735912839e+02
-1.665546741451606749e+02,9.378094156789515523e+01
-1.332256111672019472e+02,-6.370490291831556817e+01
-1.988058243484224477e+02,6.081553670681949342e+01
-1.425019029272415594e+02,9.142748590040105228e+01
1.247297438046741718e+02,-1.920412221719815804e+01
-2.151938857569516870e+02,1.575548290729508638e+00
2.744111464435825951e+02,-2.365943329157876747e+02
2.457283261909060457e+01,1.138087849583130691e+02
-1.284864608143766418e+02,5.672927042456505120e+01
3.829059238424729870e+02,-6.421931990985397931e+01
1.253111980049775411e+02,1.132892532969794388e+02
-2.104327385568813895e+02,-2.872224973422591887e+01
2.944135547098784400e+02,-4.498749827201740459e+01
-4.430845601921202501e+02,7.524408069877431160e+01
1.821820090869177733e+01,2.278121033737146206e+02
4.700676505084979908e+02,-6.369812765286872036e+01
-7.363572867331404836e+01,6.184995870701414100e-01
8.997446215708986728e+00,1.209052964672749084e+02
-6.075546555272887872e+01,3.931902391975154387e+01
1.960830192738067126e+02,-2.906165861203473000e+01
2.285810792024689704e+02,-4.353581925559991816e+01
-4.313120447658900503e+02,2.511570685196261365e+01
-1.348050062766489532e+02,6.404800080580403687e+01
-2.152340725733249656e+02,-8.752990527582387870e+01
1.639241361426828689e+02,-1.203677471899626710e+02
5.552616735317701568e+01,-1.021150830764810280e+01
3.290573087936718366e+02,-9.468244577338377610e+01
2.711164963030573745e+02,-2.323014219741071429e+01
1.362213616034230412e+01,-9.545360558863282563e+01
-2.343059744412539658e+01,-7.685619033418706181e+01
-2.047563406522401053e+01,2.912299092023305391e+00
-2.160534943637816525e+02,8.438447636388232809e+01
-3.767638670911800887e+02,5.100037308944613557e+01
-1.366155785585883677e+02,-7.951695317328479007e+01
-1.782236218943304777e+02,3.873452184586593461e+01
3.042353413505801427e+02,-1.256975715109768430e+02
-2.286208736199148177e+02,1.032645570527163272e+02
6.586089838033331034e+00,8.013594046064518750e+01
4.326751265910493203e+02,-4.748644806672407270e+01
-3.119056361811256579e+02,-2.602949305366387733e+01
2.614919018774787673e+02,-1.198437300404304438e+02
-2.017696437147768407e+01,-8.521792047135997450e+01
-3.372683086613228625e+02,4.480283751087100796e+01
-2.873555877957878124e+02,5.721551380533567510e+01
3.596581119523496994e+01,7.859382449696094852e+01
9.079115193706502396e+01,-1.459145064676285983e+02
2.927161184597393984e+01,1.877155887999358583e+02
8.793544263593973653e+01,6.453846542661078267e+00
-9.434047090076023778e+01,-6.819699060618722797e+01
1.808416393008550074e+02,-2.563496042597694213e+01
4.956013371639501202e+02,-9.781835377509366936e+01
-2.511362279575810135e+02,1.101634754339792437e+02
3.391033873118236670e+02,-1.145241939504035145e+02
3.288650689229977075e+01,2.420785608719377890e+01
-2.211541454316293454e+01,5.291014424010486294e+01
3.663142850128171517e+02,-1.217176979036229199e+02
-6.688509310537347119e+01,1.311140890735705398e+02
-2.150541425127137245e+02,1.035137090274063212e+02
-6.266925433547012148e+01,-1.180000323727823854e+02
-2.891090367872326965e+02,2.445031630842375492e+01
-2.214788600571414463e+02,1.170918502495374298e+02
1.330479175177995614e+02,-1.113795442663194279e+02
9.764683757224584326e+01,1.405286023596434575e+02
-4.035114442688470717e+02,1.065433098870489061e+02
-1.846585283893486178e+02,8.035017855379501839e+01
3.197046984973600843e+02,-4.259895565433615872e+01
1.069453627278619052e+02,1.284967627424254601e+02
1.092590289106983619e+02,7.651654339651982184e+01
-2.557054811052153980e+02,-2.944271379741326200e+01
3.864511862733406247e+02,-1.156081318506222004e+02
-1.307229364768988944e+02,8.199341678231735386e+01
-2.535107905194334776e+01,2.674513027600107762e+02
1.036798806762913046e+02,1.053636690109866549e+02
-1.928868036074681243e+02,3.498888456951017645e+01
-3.859808394914859520e+01,-5.229006188794752319e+01
7.009328029905077528e+00,-5.820216396006304649e+01
-1.714815310321360471e+02,-3.215826147374270505e+01
-3.965027927015221962e+02,3.212555548591948451e+01
8.686601577150031517e+01,2.112927483270027551e+02
1.783140117124432891e+02,-4.091286486531390665e+01
-1.567382215281178048e+02,8.558125448700806714e+01
-3.590355715866592732e+02,1.401162879120193452e+02
-2.627637932275146682e+02,3.555397606440669733e+01
-1.116754152587727020e+02,-8.374182583905444233e+01
-2.100792626446469455e+02,6.997445174768172649e+01
3.704136461470691302e+02,-3.770955195065374710e+01
-4.574943430327039096e+00,-9.356734833591359290e+01
-2.089197745659197665e+02,3.972739848207943680e+01
-4.961865620436727653e+01,-8.958419895954916967e+01
-6.741375808120828594e+01,2.014157546367426619e+02
1.565024977396808197e+02,-1.137469138676942180e+02
-5.504580164092266159e+01,-1.255567036745006533e+02
-1.533835079343861025e+02,-3.885832231293218797e+01
2.733504588779205733e+02,-1.218141667307930192e+02
1.003566215936383514e+02,-2.926505663073200481e+01
-2.205127093817973787e+02,2.428439546966033902e+01
-1.055737250171728618e+02,-7.485577952823808801e+01
2.183635856815787335e+01,-3.073934820594571704e+01
7.696596176659055288e+01,-1.366618654961153823e+02
3.986505959789449207e+02,-1.385002293079736262e+02
-1.554330209647379206e+02,1.770716893337951774e+02
1.014428674969288124e+02,-9.837261607361142524e+01
1.640285636049826792e+02,-1.565714606749305915e+02
-3.783683422286446216e+02,6.163534433107832200e+01
6.080734824652259363e+01,-1.115571043136400107e+02
2.477734851315802587e+02,-1.109350722797144755e+02
4.883378140237185505e+01,-7.750792058914126414e+01
1.582828701570660996e+02,-1.292869617730297307e+02
-3.840632043724849609e+01,1.115326789175547617e+02
-6.511307958869376478e+01,9.982852373744867691e+01
2.762240865199814834e+02,-6.042733879714285194e+01
-3.906450762836308286e+02,6.776070289122407075e+01
-8.702222084210245612e+01,6.360345577754893043e+01
7.029989948566793601e+01,1.745056321293100154e+01
1.365710747908951816e+02,-7.629136392553125745e+01
-2.550221722242645228e+02,-1.218796079238914665e+01
8.428555446098319237e+01,2.313241398432321603e+02
2.056191065841986472e+02,-8.217163219373762217e+01
4.805154285341406535e+02,-8.521383347054742785e+01
-5.977832104587938744e+01,-7.731034996202807008e+01
5.650176328230350009e+01,-2.030829198288756743e+01
-7.336383499380521300e+01,-8.247786934112819779e+01
-1.768382583160046977e+02,-1.782788003618312089e+01
-3.167563073560986453e+01,-1.291835285283489441e+02
-2.227806491826047477e+02,-5.683862319009136854e+01
3.772978344634277192e+01,-3.282593840323159640e+01
7.281196132796014808e+01,1.203908537179320319e+02
6.856879181010442892e+01,1.337642421570707540e+02
-2.368563540933423326e+02,1.145765550896621789e+02
-3.123964645606018280e+02,1.255501155750046536e+02
7.172028156760893580e+01,2.674317333596729895e+01
-1.144417738389180386e+02,-9.232270539497068285e+01
6.348297478030477947e+01,-5.552056143714997916e+01
-1.339994612770911431e+02,-4.978846725904421078e+01
-4.234450833123452185e+01,1.716931618010079887e+02
2.609476036970819450e+02,-5.674326349114198820e+01
-7.986029521844751899e-01,1.332668885874409739e+02
-4.104136360781293433e+02,4.140320253869066391e+01
1.305284241322962657e+02,-2.359946632786604681e+01
3.604383806489252606e+02,-1.109523370919022653e+02
4.957438862849652423e+02,-1.455499737480602676e+02
1.058167979399076941e+01,-7.205289812224873458e+01
2.781677916215209621e+02,-4.748391452679857139e+01
7.897758546538415914e+00,2.047851684928482996e+02
4.306102862900413015e+02,-8.309615083667404178e+01
8.616669649149268650e+01,-1.299369554428914455e+02
3.446053560116796461e+02,-1.291492319756316647e+02
-6.364051197088213030e+01,2.267671643337969911e+01
1.502148275336141978e+02,-1.240464256638159668e+02
4.065748177925970595e+02,-9.360739644010421046e+01
-5.261224532152291289e+01,1.903572191570937377e+02
2.822503426693355095e+02,-7.764116771468424361e+01
1.092174530657113962e+02,-3.070699516388952333e+01
-4.234634945192810278e+02,1.149059234916228434e+01
-1.545712022061803737e+02,7.226275558042658531e+01
-3.144799032176648552e+02,-1.991993291558173951e-01
-1.676249343002248793e+02,1.769228774845070973e+02
4.628216304625435669e+02,-1.465576726199454356e+02
2.528313626402014052e+02,-9.749907851846803908e+01
4.194263439853481259e+02,-6.449063109695850926e+01
-2.692281505621031670e+02,4.665795565486587293e+01
2.334625313660942538e+02,-3.452555789615257709e+01
-3.631800914183016289e+02,7.176671163616499882e+01
-4.113018798643681748e+02,1.850128140114251707e+01
5.527846434822754418e+01,-1.452603354098455952e+02
-1.168102261832562476e+02,8.620043298807021870e+01
1.819957417837084392e+02,-9.181223447060412823e+00
-4.648428430517792975e+01,9.705491601086239939e+01
-3.267433716304265090e+01,-4.609082583495728613e+01
-4.435081121879242119e+02,4.593185755909725998e+01
2.533241621386097009e+01,-1.343372766675587400e+02
1.462226078392777708e+02,-1.324838366927043012e+02
4.306774565820441012e+02,-1.150091933181773669e+02
4.918697379415795012e+02,-1.054434576618104131e+02
3.839580313889127865e+02,-9.333977092075784299e+01
-1.069391482309293622e+02,-3.411501908063128496e+01
-4.550187846906161440e+02,3.735740509041538360e+01
-4.310069969320392715e+02,4.034579027449337474e+01
-4.306156093667677851e+02,5.262669907473809872e+01
-2.962431084421292553e+02,-1.948799488220720377e+01
-2.589922313975137058e+02,5.395878194613587198e+01
1.412338412995407566e+02,-1.181261156463410344e+02
-1.719054383822745535e+02,7.833947344700361270e+01
3.282459601829373241e+01,2.036786450161016546e+02
-7.235846971815954021e+01,5.702906231119916924e+01
-4.118092153795770400e+02,7.485001465956285926e+01
-1.797049226164119204e+02,9.440094745426131340e+01
1.333350016519916608e+02,-5.688401549319261896e+00
3.199258069583773434e+01,2.272721021215498638e+02
9.459658348954538098e+01,7.475304669905676747e+01
-1.365004701832643832e+02,7.298384023239229634e+01
-8.302038322095340561e+01,-1.143489890808511547e+02
-4.725415818735174298e+02,6.446604263233817278e+01
-3.888680283299497660e+02,5.110291556832964943e+01
3.392370018462954135e+02,-1.467237091350695266e+02
-2.621456700203387769e+01,-1.219226713564702465e+02
2.044094983864688402e+02,-1.594840355134850256e+02
-7.240230896465322985e+01,-9.811391026375459035e+01
-1.963897710647550809e+02,-3.997186622663502931e+01
2.688243834746574521e+02,-3.844831910275013342e+01
-1.934666404062007317e+01,1.981289329332317450e+01
3.033431423643872904e+02,-3.867171679951324847e+01
-1.251494550144877991e+02,-2.522968386175493549e+01
-3.075249530453918396e+02,9.181268208689800758e+01
1.528428119122785134e+01,1.859078463777223078e+01
-4.136016157903425778e+02,-4.087151123268869313e+00
-4.361249924068975936e+00,-1.325016753290909151e+02
4.088743051294441244e+01,2.514838173538109061e+02
5.102201638075234769e+01,-1.374287093078991120e+02
6.136135515757541725e+01,1.023203222697952839e+02
-1.134709297534993766e+02,-1.093082401272249626e+02
2.974762641076663883e+01,2.399742497098209526e+02
8.165179930015210630e+01,1.991136515945416647e+02
1.128351146921595216e+02,5.306059015279141988e+01
1.288455879271623417e+02,-7.821665131432052931e+01
-3.228172056581909715e+02,1.099636617017348961e+01
