x,y
3.671361409361186361e+02,-6.166101973203518583e+01
3.630629126387763677e+02,-8.002004776636177041e+01
-1.989964088750684823e+02,8.073251639393788537e+01
1.114092273831900002e+02,1.092307180276100098e+02
-1.287183380728372697e+02,-8.820916017820998434e+01
1.422075194398759095e+02,-1.398065149017474766e+02
4.708242000400133520e+02,-9.995817951321467376e+01
-2.253311773322984735e+01,6.541567320594162993e+01
-4.992169029433125615e+01,-7.941100999720386255e+01
3.511206782615980728e+02,-1.135107540341610530e+02
1.487729300399955719e+02,-7.419316740378663155e+01
-1.732765678833034713e+02,-6.225360858695229638e+01
1.574357324947973780e+02,-9.749192039568454504e+01
-2.390029060047534699e+02,6.448681326000433955e+01
1.995884725688180481e+02,-9.973203787656984787e+00
4.448898026977257132e+02,-1.082902289093487411e+02
-3.200041495866742594e+02,1.167483920731276044e+02
2.140680167393084048e+02,-1.099775993583837952e+01
-2.270023510564375329e+02,8.468828250919688116e+01
3.216873848357750489e+02,-7.974681197841601943e+01
-2.397891516160534024e+02,3.098863736361282051e+01
-5.577068558966883671e+01,-1.016166149846497859e+02
1.441009958417786549e+02,-4.775382027757925130e+01
3.527415341446688331e+02,-5.624047389580854173e+01
3.299265849955438057e+02,-6.255230150294359959e+01
1.835113002454816069e+02,-5.551941366113391041e+01
2.554901290121551938e+02,-2.415755632734781599e+01
-2.688807518982984561e+02,1.492927856765962247e+01
-1.112246433990852346e+01,-4.271341616759377757e+01
1.319609104627743363e+02,-6.990050512030370555e+01
-6.860577498112495221e+01,-1.217230168782093642e+02
2.466092431795491891e+01,-5.237174253146387315e+01
-2.935795545635332928e+02,1.235096877154743034e+01
-1.920196539704647876e+02,-5.553250363933357647e+01
5.696316346234073080e+01,1.123374122222758729e+02
-1.286667880247054256e+02,9.042145982436586849e+01
-1.498384711383016565e+01,1.308331314458978909e+02
4.822691580533258389e+02,-7.587672399541520463e+01
-3.855922719461970587e+02,8.533567067798090022e+01
-3.464893379088288725e+02,6.560670152958046231e+01
2.804149086795608241e+02,-3.836276440427483436e+01
-3.377027477475844819e+01,7.916754226976281927e+01
6.386639504076820373e+01,4.113100534345339554e+01
4.886731055650162716e+02,-1.196184298450949512e+02
2.435743673701079786e+02,-7.439512039812154853e+01
-4.007256053494795189e+00,-2.485426903634491325e+01
-2.762386550794395816e+02,9.011492979740215503e+01
3.721015228241790851e+02,-9.192756378585571042e+01
2.239984005015691366e+02,-1.339875303650342175e+01
-2.592912827290967357e+02,2.779913967577893530e+01
-1.186770910494903291e+02,1.775368962203991430e+02
6.900265024166097882e-01,1.716029428089495923e+01
-6.730705601647468939e+01,-1.258253748623434518e+02
-4.484459510475785748e+01,-7.079878623991879394e+00
1.089959776269406611e+01,1.522988706098118143e+02
-3.413290370483569518e+02,1.258375176430576232e+02
8.483079951244496897e+01,-5.579476444182097339e+01
2.279277528470620382e+02,-1.133291243481708790e+02
-9.607100763698190349e+01,1.858608708859242142e+02
1.618534427531312714e+00,1.056337287295037175e-01
-3.000288435217433403e+02,9.937543275827233913e+01
4.386840406061992326e+01,4.635323484514275094e+01
1.584472975662568750e+01,1.311314390270027275e+02
-7.340237987217938098e+01,-1.345958508317032170e+02
-4.144997663796968936e+02,1.080699448345159652e+02
1.138360791825821252e+02,-7.214893489337767107e+01
-8.916749675230607863e+01,-3.228509221896604231e+01
-6.932062499025222735e+01,-3.302241869595422941e+01
2.027923211263751000e+02,-2.035956051346055915e+02
4.649063914149833181e+02,-1.226005831417081282e+02
-1.931439549893747483e+02,9.629586938712411381e+01
-2.279153142226192017e+02,7.125751859715961700e+01
-1.082681276637044903e+02,-1.084684275994073914e+02
1.290890971909713585e+02,-4.813522677226855961e+01
1.170347555325521540e+02,-6.489351481744968453e+01
-6.373973647916060514e+01,7.157690111102972708e+01
5.128933807498214037e+01,2.378219452567771555e+02
-4.530578509677572470e+02,8.793161472901442721e+01
-1.614680611089546574e+02,5.669432081507127918e+01
-3.867064228237630346e+02,4.018128158593617627e+01
-1.653606828048650073e+02,-2.030890847644465680e+01
4.409739055980865032e+02,-9.469544907793840594e+01
1.819963695606523970e+02,-7.431170253264545522e+01
-7.320516980913969007e+01,7.042060834093892652e+01
1.154549187094107765e+02,1.018621992374594925e+02
3.437659919340708257e+02,-4.698504784508528331e+01
-1.170626057122378398e+02,1.673005697772650819e+02
-1.137279631248875376e+02,4.175691650201031280e+01
-2.531470615177917409e+02,8.171149057273130722e+01
-2.326332764182575943e+02,-4.873544194693022291e+01
-2.831616853443666741e+02,-3.578603285773426990e+01
1.450784949075858243e+01,2.719526628969284729e+02
-1.148294680738319613e+02,2.512259424893222715e+01
4.096586227296597826e+01,-1.427786375715477334e+02
7.569315215593164226e+01,5.323260009093164769e+01
4.643039452955320598e+02,-8.330343460443502579e+01
2.630470977962156098e+02,-1.017440831445945406e+02
-1.826661471834209749e+02,3.577815148291847436e+00
-3.198156584586387225e+02,2.925521236840836536e+01
-1.061626487992834598e+02,7.875795114288428600e+00
-1.519119484963755440e+02,-9.834008744791374568e+01
-3.769996511758828319e+02,1.036521666173779295e+02
-1.826555263410811278e+02,-4.160793844442373057e+01
-3.045495538587335318e+02,5.457271276418734374e+01
8.846766142238948305e+00,1.062232539030616181e+02
2.132030413853820789e+02,-3.786088952478606728e+01
-4.222084818280936815e+02,3.280912691352421007e+01
9.855534429114804595e+01,-8.535690195717415918e+01
3.736205928525994864e+02,-7.584894753607918005e+01
-9.311300999184449267e+01,7.493207342472480548e+01
-1.482544369820868155e+02,-6.592718064962427604e+01
1.019530640280052012e+02,1.444472486411598311e+00
4.900334434203568890e+01,-1.248868111052001950e+01
4.500635751075112694e+02,-1.491496369281909438e+02
